"event","time","poss.position","poss.team","poss.player","poss.action","poss.location","poss.play.destination","play.type","def.position","def.team","def.player","def.action","def.location","gk.ball.stop","gk.s.o.g.attempt","poss.player.disciplinary","poss.notes","def.player.disciplinary","def.notes","xG","poss.number","def.number"
1,"1","-",NA,NA,"kickoff",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"1","M","ENG","Nobbs","passes.s.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"1","M","ENG","Davison","passes.f.c",NA,NA,NA,"M","BOS","Hadzic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"1","M","ENG","Clarke","passes.b.c",NA,NA,NA,"M","BOS","Radeljic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"1","D","ENG","Turner","passes.f.c",NA,NA,NA,"M","BOS","Radeljic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"1","-",NA,NA,NA,NA,NA,NA,"M","BOS","Aleksic","clearances",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA,NA
6,"1","D","ENG","Turner","passes.b.c",NA,NA,"throw.in","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"1","M","ENG","Clarke","passes.f.c",NA,NA,NA,"F","BOS","Alisa Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"1","F","ENG","Christiansen","lost.touch",NA,NA,NA,"D","BOS","Dijakovic","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,"1","F","BOS","Alisa Spahic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"1","F","BOS","Alisa Spahic","passes.f",NA,NA,NA,"F","ENG","Christiansen","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"1","D","ENG","Houghton","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"1","D","ENG","Houghton","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"1","D","ENG","Stoney","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"1","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"1","D","ENG","Stokes","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"1","D","ENG","Stoney","passes.s.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"1","D","ENG","Houghton","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"1","D","ENG","Houghton","passes.f",NA,NA,"launch","M","BOS","Aleksic","blocks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"1","F","ENG","Christiansen","aerial.lost",NA,NA,NA,"M","BOS","Hadzic","aerial.lost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"1","M","BOS","Hadzic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"1","M","BOS","Hadzic","clearances",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"1","F","BOS","Alisa Spahic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,"1","F","BOS","Alisa Spahic","dispossessed",NA,NA,NA,"D","ENG","Houghton","tackles.ball",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"1","F","ENG","Christiansen","passes.f",NA,NA,NA,"D","BOS","M Hasanbegovic","blocks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"1","D","BOS","Amira Spahic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"1","D","BOS","Amira Spahic","clearances",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,"1","D","ENG","Stokes","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"1","D","ENG","Stokes","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,"2","D","ENG","Stokes","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"2","M","ENG","Bassett","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"2","M","ENG","Davison","passes.b.c",NA,NA,NA,"M","BOS","Seslija","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,"2","M","ENG","Bassett","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,"2","M","ENG","Nobbs","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"2","D","ENG","Houghton","passes.f.c",NA,NA,"launch","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,"2","M","ENG","Clarke","dispossessed",NA,NA,NA,"D","BOS","Kulis","tackles.ball",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"2","D","ENG","Houghton","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,"2","D","ENG","Houghton","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,"2","M","ENG","Bassett","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,"2","D","ENG","Stokes","passes.s.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,"2","F","ENG","Christiansen","passes.b.c",NA,NA,NA,"M","BOS","Nikolic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,"2","D","ENG","Stoney","passes.f",NA,NA,NA,"D","BOS","M Hasanbegovic","blocks",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA,NA
42,"2","D","ENG","Stokes","passes.f.c",NA,NA,"throw.in","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,"2","F","ENG","Aluko","passes.f.c",NA,NA,"flick.on","D","BOS","M Hasanbegovic","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"3","F","ENG","Christiansen","dispossessed",NA,NA,NA,"D","BOS","Dijakovic","tackles.ball",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA,NA
45,"3","F","ENG","Christiansen","passes.s",NA,NA,"corner.kick","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"3","D","ENG","Turner","aerial.lost",NA,NA,"corner.crosses","D","BOS","M Hasanbegovic","aerial.won",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,"3","F","BOS","Alisa Spahic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"3","F","BOS","Alisa Spahic","clearances",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"3","M","ENG","Nobbs","shots.missed",NA,NA,NA,"D","BOS","Dijakovic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"3","-",NA,NA,NA,NA,NA,NA,"GK","BOS","Hodzic","gk.shot.miss",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA
50,"4","GK","BOS","Hodzic","passes.f.c",NA,NA,"goal.kick","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"4","-",NA,NA,NA,NA,NA,"launch","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,"4","M","BOS","Hadzic","aerial.won",NA,NA,NA,"M","ENG","Nobbs","aerial.lost",NA,NA,NA,"fouls.won",NA,"fouls.conceded","fc",NA,NA,NA
52,"4","D","BOS","Kulis","passes.s",NA,NA,"free.kick","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,"4","-",NA,NA,NA,NA,NA,"deep.crosses","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"4","D","ENG","Stokes","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"4","D","ENG","Stokes","passes.f.c",NA,NA,"launch","D","BOS","Dijakovic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,"4","M","ENG","Nobbs","take.on.lost",NA,NA,NA,"F","BOS","Alisa Spahic","tackles.ball",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA,NA
56,"4","M","ENG","Davison","passes.b.c",NA,NA,"throw.in","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,"4","M","ENG","Bassett","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"4","D","ENG","Houghton","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"4","M","ENG","Bassett","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"5","M","ENG","Nobbs","passes.f",NA,NA,NA,"D","BOS","Dijakovic","interceptions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"5","D","BOS","Dijakovic","passes.f",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,"5","M","ENG","Nobbs","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,"5","M","ENG","Nobbs","passes.f.c",NA,NA,NA,"F","BOS","Alisa Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"5","M","ENG","Davison","passes.f.c",NA,NA,NA,"D","BOS","Dijakovic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,"5","D","ENG","Stokes","take.on.won",NA,NA,NA,"D","BOS","Dijakovic","dribbled.out.run",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,"5","D","ENG","Stokes","lost.touch",NA,NA,NA,"D","BOS","Amira Spahic","clearances",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA,NA
67,"5","D","ENG","Stokes","passes.b.c",NA,NA,"throw.in","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"5","F","ENG","Christiansen","passes.f.c",NA,NA,"lay.off","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,"5","D","ENG","Stokes","passes.b.c",NA,NA,NA,"D","BOS","Dijakovic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"5","F","ENG","Christiansen","passes.f",NA,NA,"corner.crosses","F","BOS","Alisa Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"5","M","ENG","Nobbs","aerial.lost",NA,NA,NA,"D","BOS","Amira Spahic","aerial.won",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"5","M","BOS","Radeljic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,"5","M","BOS","Radeljic","clearances",NA,NA,NA,"D","ENG","Turner","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"5","M","BOS","Hadzic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"5","M","BOS","Hadzic","dispossessed",NA,NA,NA,"D","ENG","Turner","challenged",NA,NA,NA,"fouls.won",NA,"fouls.conceded","fc",NA,NA,NA
76,"6","D","BOS","M Hasanbegovic","passes.f",NA,NA,"launch","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"6","-",NA,NA,NA,NA,NA,"free.kick","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,"6","D","ENG","Houghton","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"6","D","ENG","Houghton","passes.f",NA,NA,"headed","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"6","M","BOS","Aleksic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,"6","M","BOS","Aleksic","passes.f.c",NA,NA,"headed","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,"6","M","BOS","Seslija","passes.b",NA,NA,"headed","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,"6","M","ENG","Nobbs","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,"6","M","ENG","Nobbs","passes.b.c",NA,NA,NA,"F","BOS","Alisa Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"6","D","ENG","Houghton","passes.s.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,"6","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,"6","M","ENG","Davison","take.on.won",NA,NA,NA,"D","BOS","Amira Spahic","dribbled.out.run",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,"6","M","ENG","Davison","passes.s.c",NA,NA,NA,"M","BOS","Nikolic","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,"6","F","ENG","Christiansen","passes.f",NA,NA,NA,"D","BOS","M Hasanbegovic","clearances",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"6","D","ENG","Houghton","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"6","D","ENG","Houghton","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,"6","D","ENG","Stoney","passes.f",NA,NA,NA,"D","BOS","M Hasanbegovic","blocks",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA,NA
92,"7","F","ENG","Christiansen","passes.s",NA,NA,"corner.kick","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,"7","-",NA,NA,NA,NA,NA,"corner.crosses","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,"7","F","ENG","Aluko","aerial.lost",NA,NA,NA,"D","BOS","Kulis","aerial.lost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,"7","M","BOS","Seslija","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,"7","M","BOS","Seslija","clearances",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"7","D","ENG","Stoney","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"7","D","ENG","Stoney","passes.s",NA,NA,"corner.crosses","M","BOS","Radeljic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"7","-",NA,NA,NA,NA,NA,NA,"GK","BOS","Hodzic","gk.loose.balls.won",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,"7","GK","BOS","Hodzic","passes.f",NA,NA,"launch","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,"7","-",NA,NA,NA,NA,NA,"goal.kick","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,"8","M","ENG","Nobbs","aerial.won",NA,NA,NA,"M","BOS","Hadzic","aerial.lost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,"8","D","BOS","Kulis","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,"8","D","BOS","Kulis","clearances",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,"8","M","BOS","Radeljic","passes.f",NA,NA,NA,"D","ENG","Turner","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,"8","D","ENG","Houghton","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,"8","D","ENG","Houghton","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,"8","D","ENG","Stokes","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,"8","M","ENG","Bassett","passes.f.c",NA,NA,NA,"F","BOS","Alisa Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,"8","-",NA,NA,NA,NA,NA,NA,"M","BOS","Seslija","blocks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,"8","F","ENG","Aluko","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"8","F","ENG","Aluko","lost.touch",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,"8","M","BOS","Hadzic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,"8","M","BOS","Hadzic","clearances",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,"8","D","ENG","Stokes","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"8","D","ENG","Stokes","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,"8","M","ENG","Davison","passes.f",NA,NA,"launch","F","BOS","Alisa Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,"8","-",NA,NA,NA,NA,NA,"corner.crosses","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,"8","M","BOS","Aleksic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,"8","M","BOS","Aleksic","clearances",NA,NA,"headed","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"8","D","BOS","Dijakovic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,"8","D","BOS","Dijakovic","clearances",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,"8","M","BOS","Seslija","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,"8","M","BOS","Seslija","clearances",NA,NA,NA,"D","ENG","Stokes","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,"8","D","ENG","Stoney","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,"8","D","ENG","Stoney","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,"8","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,"8","F","ENG","Christiansen","lost.touch",NA,NA,NA,"D","BOS","Amira Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,"8","F","BOS","Alisa Spahic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,"8","F","BOS","Alisa Spahic","dispossessed",NA,NA,NA,"M","ENG","Bassett","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,"8","-",NA,NA,NA,NA,NA,NA,"F","ENG","Christiansen","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,"8","F","ENG","Christiansen","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,"8","F","ENG","Christiansen","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,"8","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,"8","M","ENG","Nobbs","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,"8","M","ENG","Nobbs","dispossessed",NA,NA,NA,"M","BOS","Hadzic","dispossessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,"8","F","BOS","Alisa Spahic","passes.f",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,"8","D","ENG","Stoney","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,"9","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,"9","D","ENG","Stokes","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,"9","M","ENG","Davison","passes.f.c",NA,NA,NA,"D","BOS","Dijakovic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,"9","F","ENG","Christiansen","passes.f",NA,NA,NA,"M","BOS","Nikolic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,"9","M","ENG","Clarke","offside.calls",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,"9","D","BOS","M Hasanbegovic","passes.f",NA,NA,"launch","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,"9","-",NA,NA,NA,NA,NA,"free.kick","-",NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA
139,"9","D","ENG","Turner","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"9","D","ENG","Houghton","passes.f.c",NA,NA,"launch","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"9","-",NA,NA,NA,NA,NA,"switch","M","BOS","Seslija","blocks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,"9","D","ENG","Houghton","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,"9","D","ENG","Houghton","passes.f.c",NA,NA,NA,"F","BOS","Alisa Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,"9","M","ENG","Bassett","passes.s.c",NA,NA,NA,"M","BOS","Seslija","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,"9","D","ENG","Stokes","passes.s.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,"10","M","ENG","Bassett","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,"10","M","ENG","Nobbs","passes.f.c",NA,NA,NA,"M","BOS","Hadzic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,"10","F","ENG","Aluko","passes.s.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,"10","M","ENG","Davison","take.on.won",NA,NA,NA,"D","BOS","Dijakovic","dribbled.tackles.missed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,"10","M","ENG","Davison","take.on.lost",NA,NA,NA,"D","BOS","M Hasanbegovic","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,"10","D","BOS","Amira Spahic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,"10","D","BOS","Amira Spahic","clearances",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"10","D","ENG","Houghton","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,"10","D","ENG","Houghton","passes.f.c",NA,NA,"launch","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,"10","M","ENG","Davison","passes.f.c",NA,NA,NA,"D","BOS","Dijakovic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,"10","D","ENG","Stokes","passes.b.c",NA,NA,NA,"M","BOS","Seslija","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,"10","M","ENG","Davison","passes.b.c",NA,NA,NA,"D","BOS","Dijakovic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,"10","D","ENG","Stoney","passes.f.c",NA,NA,NA,"F","BOS","Alisa Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,"10","F","ENG","Christiansen","passes.b.c",NA,NA,NA,"M","BOS","Nikolic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,"10","M","ENG","Bassett","passes.f.c",NA,NA,NA,"D","BOS","Amira Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"10","M","ENG","Nobbs","shots.stopped.by.gk",NA,NA,NA,"D","BOS","Kulis","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"10","-",NA,NA,NA,NA,NA,NA,"GK","BOS","Hodzic","gk.s.o.g.stop",NA,"deflected.to.danger","reaching",NA,NA,NA,NA,NA,NA,NA
161,"10","F","ENG","Christiansen","aerial.lost",NA,NA,NA,"GK","BOS","Hodzic","gk.high.balls.won",NA,"punched.to.danger",NA,NA,NA,NA,NA,NA,NA,NA
162,"10","M","ENG","Clarke","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,"10","M","ENG","Clarke","shots.stopped.by.def",NA,NA,NA,"M","BOS","Aleksic","blocks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,"10","-",NA,NA,NA,NA,NA,NA,"GK","BOS","Hodzic","gk.s.o.g.def.stop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,"10","M","BOS","Nikolic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,"10","M","BOS","Nikolic","clearances",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
